Column Header,Row header,Row name,CATEGORY,TEMPLATE,FREQUENCY,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG,ACTUAL_FORECAST
China HDPE (Thousand Metric Tons),Destination,Hong Kong,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_HK.EXPORTS.MONTHLY,IHS China HDPE Export Trades Hong Kong Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Hong Kong,Actual
China HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_TH.EXPORTS.MONTHLY,IHS China HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Thailand,Actual
China HDPE (Thousand Metric Tons),Destination,North Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_KP.EXPORTS.MONTHLY,IHS China HDPE Export Trades North Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,North Korea,Actual
China HDPE (Thousand Metric Tons),Destination,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_KR.EXPORTS.MONTHLY,IHS China HDPE Export Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,South Korea,Actual
China HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_MY.EXPORTS.MONTHLY,IHS China HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Malaysia,Actual
China HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_ID.EXPORTS.MONTHLY,IHS China HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Indonesia,Actual
China HDPE (Thousand Metric Tons),Destination,Peru,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_PE.EXPORTS.MONTHLY,IHS China HDPE Export Trades Peru Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Peru,Actual
China HDPE (Thousand Metric Tons),Destination,Angola,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_AO.EXPORTS.MONTHLY,IHS China HDPE Export Trades Angola Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Angola,Actual
China HDPE (Thousand Metric Tons),Destination,Ghana,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_GH.EXPORTS.MONTHLY,IHS China HDPE Export Trades Ghana Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Ghana,Actual
China HDPE (Thousand Metric Tons),Destination,Pakistan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_PK.EXPORTS.MONTHLY,IHS China HDPE Export Trades Pakistan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Pakistan,Actual
China HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_OTHERS.EXPORTS.MONTHLY,IHS China HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,All Others,Actual
China HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_TOTAL.EXPORTS.MONTHLY,IHS China HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Exports,Total,Actual
China HDPE (Thousand Metric Tons),Origin,Iran,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_IR.IMPORTS.MONTHLY,IHS China HDPE Import Trades Iran Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Iran,Actual
China HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_SA.IMPORTS.MONTHLY,IHS China HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Saudi Arabia,Actual
China HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_AE.IMPORTS.MONTHLY,IHS China HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,United Arab Emirates,Actual
China HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_US.IMPORTS.MONTHLY,IHS China HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,United States,Actual
China HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_KR.IMPORTS.MONTHLY,IHS China HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,South Korea,Actual
China HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_TH.IMPORTS.MONTHLY,IHS China HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Thailand,Actual
China HDPE (Thousand Metric Tons),Origin,Mexico,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_MX.IMPORTS.MONTHLY,IHS China HDPE Import Trades Mexico Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Mexico,Actual
China HDPE (Thousand Metric Tons),Origin,Kuwait,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_KW.IMPORTS.MONTHLY,IHS China HDPE Import Trades Kuwait Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Kuwait,Actual
China HDPE (Thousand Metric Tons),Origin,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_TW.IMPORTS.MONTHLY,IHS China HDPE Import Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Taiwan,Actual
China HDPE (Thousand Metric Tons),Origin,Qatar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_QA.IMPORTS.MONTHLY,IHS China HDPE Import Trades Qatar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Qatar,Actual
China HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_OTHERS.IMPORTS.MONTHLY,IHS China HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,All Others,Actual
China HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_CN_TOTAL.IMPORTS.MONTHLY,IHS China HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,CHINA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,China,CN,Imports,Total,Actual
Japan HDPE (Thousand Metric Tons),Destination,Hong Kong,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_HK.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Hong Kong Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Hong Kong,Actual
Japan HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TH.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Thailand,Actual
Japan HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_CN.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,China,Actual
Japan HDPE (Thousand Metric Tons),Destination,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_KR.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,South Korea,Actual
Japan HDPE (Thousand Metric Tons),Destination,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TW.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Taiwan,Actual
Japan HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_ID.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Indonesia,Actual
Japan HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_IN.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,India,Actual
Japan HDPE (Thousand Metric Tons),Destination,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_US.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,United States,Actual
Japan HDPE (Thousand Metric Tons),Destination,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_SG.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Singapore,Actual
Japan HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_VN.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Vietnam,Actual
Japan HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_OTHERS.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,All Others,Actual
Japan HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TOTAL.EXPORTS.MONTHLY,IHS Japan HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Exports,Total,Actual
Japan HDPE (Thousand Metric Tons),Origin,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_SG.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Singapore,Actual
Japan HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_SA.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Saudi Arabia,Actual
Japan HDPE (Thousand Metric Tons),Origin,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_MY.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Malaysia,Actual
Japan HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_US.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,United States,Actual
Japan HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_KR.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,South Korea,Actual
Japan HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TH.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Thailand,Actual
Japan HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_CN.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,China,Actual
Japan HDPE (Thousand Metric Tons),Origin,Brazil,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_BR.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Brazil Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Brazil,Actual
Japan HDPE (Thousand Metric Tons),Origin,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TW.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Taiwan,Actual
Japan HDPE (Thousand Metric Tons),Origin,Germany,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_DE.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Germany Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Germany,Actual
Japan HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_OTHERS.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,All Others,Actual
Japan HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_JP_TOTAL.IMPORTS.MONTHLY,IHS Japan HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,JAPAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,Japan,JP,Imports,Total,Actual
South Korea HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_CN.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,China,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_TR.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Turkey,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_VN.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Vietnam,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Belgium,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_BE.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Belgium Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Belgium,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Spain,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_ES.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Spain Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Spain,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Nigeria,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_NG.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Nigeria Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Nigeria,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Russia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_RU.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Russia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Russia,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Portugal,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_PT.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Portugal Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Portugal,Actual
