Column Header,Row header,Row name,CATEGORY,TEMPLATE,FREQUENCY,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG,ACTUAL_FORECAST
Thailand HDPE (Thousand Metric Tons),Origin,Kuwait,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_KW.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Kuwait Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Kuwait,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Qatar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_QA.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Qatar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Qatar,Actual
Thailand HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_KR.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,South Korea,Actual
Thailand HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_OTHERS.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,All Others,Actual
Thailand HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TH_TOTAL.IMPORTS.MONTHLY,IHS Thailand HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,THAILAND,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Thailand,TH,Imports,Total,Actual
India HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_CN.EXPORTS.MONTHLY,IHS India HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,China,Actual
India HDPE (Thousand Metric Tons),Destination,Nepal,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_NP.EXPORTS.MONTHLY,IHS India HDPE Export Trades Nepal Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Nepal,Actual
India HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_VN.EXPORTS.MONTHLY,IHS India HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Vietnam,Actual
India HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_TR.EXPORTS.MONTHLY,IHS India HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Turkey,Actual
India HDPE (Thousand Metric Tons),Destination,Burma (Myanmar),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_MM.EXPORTS.MONTHLY,IHS India HDPE Export Trades Burma (Myanmar) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Burma (Myanmar),Actual
India HDPE (Thousand Metric Tons),Destination,Madagascar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_MG.EXPORTS.MONTHLY,IHS India HDPE Export Trades Madagascar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Madagascar,Actual
India HDPE (Thousand Metric Tons),Destination,Tanzania,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_TZ.EXPORTS.MONTHLY,IHS India HDPE Export Trades Tanzania Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Tanzania,Actual
India HDPE (Thousand Metric Tons),Destination,Bangladesh,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_BD.EXPORTS.MONTHLY,IHS India HDPE Export Trades Bangladesh Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Bangladesh,Actual
India HDPE (Thousand Metric Tons),Destination,Ghana,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_GH.EXPORTS.MONTHLY,IHS India HDPE Export Trades Ghana Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Ghana,Actual
India HDPE (Thousand Metric Tons),Destination,Pakistan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_PK.EXPORTS.MONTHLY,IHS India HDPE Export Trades Pakistan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Pakistan,Actual
India HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_OTHERS.EXPORTS.MONTHLY,IHS India HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,All Others,Actual
India HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_TOTAL.EXPORTS.MONTHLY,IHS India HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Exports,Total,Actual
India HDPE (Thousand Metric Tons),Origin,Singapore,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_SG.IMPORTS.MONTHLY,IHS India HDPE Import Trades Singapore Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Singapore,Actual
India HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_SA.IMPORTS.MONTHLY,IHS India HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Saudi Arabia,Actual
India HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_AE.IMPORTS.MONTHLY,IHS India HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,United Arab Emirates,Actual
India HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_US.IMPORTS.MONTHLY,IHS India HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,United States,Actual
India HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_KR.IMPORTS.MONTHLY,IHS India HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,South Korea,Actual
India HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_TH.IMPORTS.MONTHLY,IHS India HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Thailand,Actual
India HDPE (Thousand Metric Tons),Origin,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_JP.IMPORTS.MONTHLY,IHS India HDPE Import Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Japan,Actual
India HDPE (Thousand Metric Tons),Origin,Kuwait,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_KW.IMPORTS.MONTHLY,IHS India HDPE Import Trades Kuwait Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Kuwait,Actual
India HDPE (Thousand Metric Tons),Origin,Italy,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_IT.IMPORTS.MONTHLY,IHS India HDPE Import Trades Italy Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Italy,Actual
India HDPE (Thousand Metric Tons),Origin,Qatar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_QA.IMPORTS.MONTHLY,IHS India HDPE Import Trades Qatar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Qatar,Actual
India HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_OTHERS.IMPORTS.MONTHLY,IHS India HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,All Others,Actual
India HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IN_TOTAL.IMPORTS.MONTHLY,IHS India HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,INDIA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,India Subcontinent,INS,India,IN,Imports,Total,Actual
Iran HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_CN.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,China,Actual
Iran HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_IN.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,India,Actual
Iran HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_VN.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Vietnam,Actual
Iran HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_TR.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Turkey,Actual
Iran HDPE (Thousand Metric Tons),Destination,Iraq,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_IQ.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Iraq Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Iraq,Actual
Iran HDPE (Thousand Metric Tons),Destination,Poland,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_PL.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Poland Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Poland,Actual
Iran HDPE (Thousand Metric Tons),Destination,Kenya,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_KE.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Kenya Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Kenya,Actual
Iran HDPE (Thousand Metric Tons),Destination,Azerbaijan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_AZ.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Azerbaijan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Azerbaijan,Actual
Iran HDPE (Thousand Metric Tons),Destination,Mozambique,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_MZ.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Mozambique Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Mozambique,Actual
Iran HDPE (Thousand Metric Tons),Destination,Afghanistan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_AF.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Afghanistan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Afghanistan,Actual
Iran HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_OTHERS.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,All Others,Actual
Iran HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_TOTAL.EXPORTS.MONTHLY,IHS Iran HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Exports,Total,Actual
Iran HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_CN.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,China,Actual
Iran HDPE (Thousand Metric Tons),Origin,Sweden,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_SE.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades Sweden Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,Sweden,Actual
Iran HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_AE.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,United Arab Emirates,Actual
Iran HDPE (Thousand Metric Tons),Origin,South Korea,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_KR.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades South Korea Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,South Korea,Actual
Iran HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_TH.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,Thailand,Actual
Iran HDPE (Thousand Metric Tons),Origin,Taiwan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_TW.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades Taiwan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,Taiwan,Actual
Iran HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_OTHERS.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,All Others,Actual
Iran HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_IR_TOTAL.IMPORTS.MONTHLY,IHS Iran HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,IRAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Iran,IR,Imports,Total,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_CN.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,China,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,India,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_IN.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades India Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,India,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,EU15 (External Trade),IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_EU.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades EU15 (External Trade) Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,EU15 (External Trade),Actual
Kuwait HDPE (Thousand Metric Tons),Destination,Turkey,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_TR.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades Turkey Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,Turkey,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,Malaysia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_MY.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades Malaysia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,Malaysia,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_TH.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,Thailand,Actual
Kuwait HDPE (Thousand Metric Tons),Destination,Indonesia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KW_ID.EXPORTS.MONTHLY,IHS Kuwait HDPE Export Trades Indonesia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,KUWAIT,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Middle East,ME,Kuwait,KW,Exports,Indonesia,Actual
